SqFt,Bedrooms,Bathrooms,Age,Neighborhood,Garage,Price
4503,3,2,34,Rural,0,739279.5655088741
2634,2,1,65,Rural,1,443628.2406273768
4943,2,2,28,Suburban,0,792578.8170364429
4852,2,2,96,Rural,1,775841.3480688283
4827,4,1,98,Urban,0,801658.9938564189
2619,4,1,1,Rural,0,469584.4231108388
4165,3,3,41,Urban,0,698427.6372126058
3252,2,1,50,Suburban,1,518725.90471527237
770,4,3,2,Rural,1,192588.15746428783
842,5,1,7,Urban,1,215499.7603837764
4430,4,1,9,Rural,0,743140.1535532674
2087,5,2,89,Suburban,1,419662.4999394383
4678,3,1,31,Rural,0,757889.9032995433
4526,4,1,18,Urban,0,765778.6531187233
2113,1,1,66,Suburban,1,343950.00322636444
1849,2,2,12,Rural,1,323341.41949918336
3940,3,2,52,Suburban,1,654759.4724048134
2745,2,2,35,Rural,1,427110.14273780724
2034,1,2,17,Urban,1,339942.22232076316
1991,5,2,57,Suburban,0,387885.8816234991
3092,5,3,52,Rural,1,553895.9472459558
2245,3,2,92,Rural,0,392509.929212339
2818,4,1,33,Rural,0,489191.91814547183
1004,2,1,12,Suburban,0,193819.17841858356
4945,5,1,67,Suburban,1,848931.6479471476
4206,5,1,3,Rural,1,730192.8070281103
1076,3,1,94,Urban,1,233131.14737927425
1810,2,2,3,Urban,0,319590.7684772917
3408,3,3,27,Rural,0,567544.7956395217
953,2,1,97,Urban,1,185135.38048398725
1688,5,3,58,Suburban,1,349805.43104016903
2668,4,2,43,Urban,1,474391.5845951396
1631,4,2,84,Suburban,1,325347.5742431234
4087,2,3,38,Rural,1,647953.143935337
612,4,3,44,Urban,1,169466.50444589675
4972,1,1,97,Rural,0,777301.9339513236
1066,3,3,22,Suburban,0,232708.10052939717
1783,5,3,44,Suburban,1,356334.2532390337
2913,4,2,67,Suburban,0,523657.4820730741
4294,1,3,86,Rural,1,653244.9478498017
3879,2,3,53,Rural,0,601543.4453571019
2509,5,3,96,Suburban,1,477717.6932938918
4233,4,1,28,Urban,1,718536.8826559647
2916,4,2,47,Rural,0,535462.4602053688
4490,5,1,35,Urban,0,757481.9766113766
1333,2,2,38,Urban,0,228906.61317304245
1641,5,1,14,Rural,0,347750.15460228926
2940,5,1,26,Suburban,1,523767.9861692057
4229,4,1,61,Urban,1,716144.9164568175
3717,4,2,4,Rural,0,633718.7155128743
585,5,3,21,Rural,0,196002.13609820334
3990,3,1,11,Urban,0,650792.8523548088
689,1,3,41,Urban,0,110288.49919258028
1646,2,1,52,Rural,1,288608.26417343173
3015,5,1,43,Rural,1,528660.1242615447
4341,5,1,64,Urban,0,770793.9475765086
3087,3,3,84,Rural,1,521336.78285851266
3834,3,2,51,Rural,0,612922.1512957774
2781,4,3,88,Rural,0,525563.6640872783
4193,2,2,27,Rural,0,652090.0319780738
3238,5,1,59,Rural,0,587207.7823626329
3565,2,2,49,Urban,0,573128.9024659005
2654,4,2,65,Rural,0,468494.13209420355
3908,4,3,64,Urban,0,659538.5667774525
4106,1,1,14,Urban,1,632929.4282439089
4382,2,1,7,Suburban,1,703937.585412738
691,4,3,41,Urban,1,183546.04417358263
1489,3,1,21,Rural,0,293004.30137978116
4208,4,1,12,Suburban,0,711444.8772824146
4144,1,2,25,Suburban,1,638239.0118962646
3205,3,2,77,Rural,1,549637.3613874165
1124,4,3,71,Rural,1,237469.9947137064
3965,5,3,89,Suburban,0,697156.5447908154
3012,2,2,0,Suburban,1,497451.125111378
1383,1,1,65,Rural,0,226554.72419780155
1635,2,2,79,Suburban,1,275461.92884878686
2881,1,1,99,Suburban,1,445341.40176293923
3300,4,1,88,Rural,0,597638.2464716284
1706,1,2,31,Suburban,1,277680.9687137371
3184,2,1,67,Urban,0,516457.2693403988
3126,1,2,53,Suburban,1,472612.27070745575
3410,1,2,32,Suburban,0,529558.358770916
2924,1,1,45,Suburban,0,451730.34314671287
773,3,2,28,Rural,0,178716.58861862432
3753,2,3,6,Rural,0,588866.9583406819
3181,1,2,76,Suburban,1,481965.530772922
2840,3,1,60,Rural,1,498139.6125842662
3754,5,2,70,Rural,0,662859.750508558
4340,3,1,90,Rural,1,703091.8819482136
4594,3,1,36,Rural,0,750778.1557928952
1192,2,3,31,Suburban,0,217077.70190367452
4406,1,1,21,Suburban,0,677907.9426068482
3068,4,1,26,Rural,0,538633.1414647965
1177,5,2,90,Suburban,0,286525.7988751116
3630,4,2,93,Urban,0,639892.0026133097
4115,4,1,14,Suburban,0,691299.852739699
3827,3,3,12,Urban,1,622944.0273423902
3254,3,1,71,Rural,1,546668.1056747702
794,3,2,21,Rural,1,186327.12462637317
3313,4,1,61,Suburban,1,568118.8957060146
4613,2,3,12,Rural,1,740820.5297999955
4088,3,1,32,Rural,0,673524.9694685804
4714,4,2,78,Rural,1,799342.973834643
3050,4,1,67,Rural,1,533702.8131672424
2425,2,3,32,Rural,0,412399.8547644936
1125,2,1,11,Urban,0,200393.7759414412
1342,4,3,16,Rural,1,292813.0466804142
3393,2,1,95,Rural,1,561561.288885256
993,2,3,90,Suburban,1,191047.428014278
3126,4,3,11,Suburban,1,562174.7402502066
2521,2,2,20,Rural,0,412263.99303819396
1353,3,2,30,Suburban,0,254976.82961516664
1110,5,2,7,Suburban,1,272898.91094308085
4556,2,2,20,Urban,1,729933.0463988343
3692,2,3,21,Suburban,1,594545.2785279545
4290,2,3,67,Urban,0,691625.4000142128
2924,1,3,50,Rural,1,471123.71880348586
4141,4,1,86,Suburban,1,693983.73925148
3353,4,3,50,Rural,0,589275.4225844089
3114,4,2,73,Urban,0,550771.004794126
1736,3,2,77,Urban,0,307322.41521973355
1477,3,2,83,Urban,0,306309.1357553544
2309,3,2,72,Suburban,1,413126.13225369825
659,2,1,29,Rural,0,136996.17686249904
1964,3,3,85,Rural,1,364195.6796686746
1581,1,3,52,Suburban,1,236520.7111939377
2976,3,3,26,Suburban,0,508480.68349614437
2141,5,2,39,Suburban,1,425577.63088614296
2931,4,1,29,Urban,1,504257.31694072846
4722,5,1,67,Suburban,0,811907.7586825565
1536,2,2,87,Urban,1,262549.04832029564
2554,2,1,94,Rural,0,417291.1769707678
1536,4,2,52,Suburban,1,319411.4226876288
4993,4,2,0,Suburban,1,834402.3984354635
2656,4,3,3,Rural,1,495468.44403905014
3014,2,2,0,Suburban,1,490734.71094904176
1159,4,3,65,Suburban,1,248373.0006018937
4492,4,3,48,Rural,1,772536.3278956432
1667,5,3,60,Rural,0,344408.5794219873
3296,3,3,87,Urban,1,552284.4925311375
4425,2,2,32,Suburban,0,714885.823579921
4044,5,3,12,Urban,0,703677.1771014284
4077,4,1,66,Rural,1,688661.6235002755
723,1,1,21,Urban,0,131887.62092653057
4749,1,3,20,Suburban,1,725077.0041322833
2613,4,1,13,Rural,0,466692.38052890706
860,4,1,93,Urban,1,217297.58912804734
1209,3,2,51,Rural,1,234978.67276239538
3899,3,1,2,Urban,0,642457.8971399212
1288,1,3,53,Urban,1,205352.70460407
842,2,2,46,Rural,1,162742.87821772444
1363,5,3,96,Rural,1,303115.14883984084
2582,2,3,48,Rural,0,409639.2493556244
2926,4,2,32,Urban,1,512182.5548600746
4682,3,2,25,Urban,1,757501.9296649771
3405,4,1,65,Rural,1,584826.0533353627
3490,3,3,52,Rural,0,577295.0824140795
4111,1,1,35,Urban,0,630375.2186481811
3258,2,3,1,Urban,1,523636.9615630573
3120,2,1,24,Rural,0,502540.32563019375
1407,4,2,50,Rural,1,291994.42403214535
2768,1,3,36,Urban,1,443486.9196046745
1440,4,1,47,Suburban,1,282704.7718403792
4037,1,3,84,Urban,0,630105.619380511
2264,2,3,25,Urban,0,385551.62928718136
1578,4,1,77,Rural,1,321797.71744236053
3835,3,1,66,Urban,0,647539.1522434345
3513,3,1,33,Urban,1,578133.5101271177
512,5,2,34,Rural,1,172968.66111597035
2071,4,1,76,Urban,1,389043.18965202005
1260,2,2,26,Rural,0,238367.41077205254
1705,4,2,39,Rural,1,346461.62739045767
2050,1,1,67,Suburban,1,334652.62815195584
3324,3,3,93,Rural,1,576738.9691580563
2984,2,1,33,Suburban,0,496376.78123254003
738,4,2,36,Suburban,1,186470.55855943775
2954,1,2,20,Urban,1,466618.8836970986
4363,4,1,63,Suburban,0,744241.5416708481
2699,1,2,56,Urban,1,450963.53795148147
4906,2,1,0,Suburban,1,772510.1803359244
3657,1,1,7,Rural,0,572815.8952973346
2259,4,3,88,Suburban,1,410345.771383589
1390,5,2,40,Suburban,1,315290.138122315
1792,5,2,1,Suburban,1,390829.3420014784
2441,2,3,76,Suburban,1,401617.04356182815
2706,1,3,0,Suburban,0,430280.801083394
1935,2,2,64,Urban,0,332227.22487855377
3032,1,2,33,Rural,1,467768.147362952
593,2,1,44,Rural,0,116893.74960192926
3268,4,2,75,Suburban,1,577685.2875291682
995,1,1,86,Suburban,1,179281.18950647104
896,4,1,46,Urban,1,221077.34274606136
968,3,2,46,Urban,0,216997.24034616
3932,1,3,84,Urban,1,608985.4787553462
1518,5,3,66,Rural,1,341138.98338719906
1097,2,3,80,Urban,0,201756.14053222185
3675,1,3,6,Urban,0,565557.8333325691
3943,1,1,22,Urban,1,609961.2752654735
3222,5,1,50,Urban,0,581593.495995114
4889,2,2,64,Urban,1,777202.8113313032
4286,5,3,21,Rural,0,743163.6015741593
3963,3,3,52,Urban,0,659098.381421009
3268,2,3,54,Urban,1,548498.1915549749
898,4,2,35,Suburban,0,206887.83259185642
1998,1,3,63,Urban,0,307541.99447077187
3169,2,1,0,Suburban,0,506936.9277053305
3588,5,1,56,Suburban,0,640844.6010434284
2965,2,3,46,Urban,1,489426.64861785475
4757,5,1,97,Urban,1,795904.6278720876
4067,5,3,81,Rural,1,699017.1320762791
2505,2,1,10,Suburban,0,408476.70159917965
2199,5,3,99,Urban,1,434755.4824666248
2114,5,2,39,Suburban,0,429775.567402135
3356,2,3,82,Urban,1,558482.9255167852
2073,3,1,68,Suburban,1,366099.751580478
2586,1,2,80,Suburban,0,414066.0160484367
1257,5,2,10,Urban,0,266675.1664176049
3033,1,1,19,Rural,1,468678.2162142229
4191,5,3,46,Urban,0,721117.6199786728
4440,3,2,53,Rural,0,723095.9032240969
3271,2,3,0,Suburban,0,533096.0807583826
3850,3,2,14,Rural,1,619470.2969156246
1827,1,2,7,Rural,0,301720.87964782474
2960,1,1,99,Suburban,1,464881.7201253092
2196,4,3,1,Suburban,1,395860.7718980526
1505,5,2,11,Urban,0,332841.24560845655
2198,5,1,67,Urban,1,420473.1028337456
4885,1,2,89,Urban,0,752667.9971288356
3342,3,2,30,Urban,1,562797.8669613003
4412,1,2,20,Rural,1,661100.2332926397
4354,4,2,36,Suburban,0,729289.7123846603
2950,2,1,97,Suburban,0,498403.16033190367
1172,5,1,13,Urban,0,268177.22036609234
4133,5,2,30,Suburban,0,734210.0293560367
2872,3,1,32,Rural,0,502293.13290160114
1603,4,1,24,Urban,0,314450.37889010133
4873,3,2,15,Rural,1,792407.460034846
4975,4,2,41,Suburban,0,825130.0313746674
3208,1,2,35,Rural,1,489161.1589161564
2038,5,3,30,Rural,1,399185.9453315156
2694,1,1,14,Suburban,1,429799.65369651164
3376,5,1,26,Urban,1,598668.2057896443
4670,4,3,68,Suburban,1,783620.774327575
4828,4,1,50,Rural,0,817973.7957381937
4113,4,2,42,Suburban,0,703648.7855488712
1059,2,1,44,Suburban,0,185901.54222441564
4810,4,1,32,Rural,0,799321.2929563654
2792,4,2,91,Rural,0,483857.3930092745
4739,5,2,39,Suburban,0,816796.7936678386
3914,2,2,35,Urban,1,628721.3616929415
4352,2,3,35,Suburban,0,695551.2835617516
3170,4,2,70,Rural,1,536340.4635415633
4940,4,2,84,Urban,0,826786.9314278398
1893,3,2,9,Rural,1,339120.298197375
1077,3,1,1,Rural,1,220127.29461963213
4918,4,3,90,Urban,1,851396.0936055805
1932,1,3,72,Urban,1,315361.8730530937
4760,3,3,97,Rural,0,782730.0807663883
3763,3,2,9,Suburban,1,628368.1355217298
4594,3,2,69,Rural,0,750148.0326925353
789,3,3,73,Suburban,0,176484.03348266156
4525,3,3,38,Rural,0,730686.7901161773
2475,1,3,61,Rural,1,399630.1118936718
3525,1,3,6,Urban,1,566317.1048976758
3672,4,3,65,Urban,1,630322.1569391064
2377,4,2,8,Rural,0,420551.84157522104
2915,4,1,89,Rural,1,511394.8254709983
2996,3,1,74,Urban,1,512698.2681149295
4218,1,2,84,Urban,0,660279.0215978636
1844,3,1,38,Urban,0,348285.215395822
2462,3,2,21,Suburban,0,439356.7592862902
1867,4,2,29,Rural,0,360295.0523110027
3740,4,1,42,Suburban,1,639043.8483251025
4660,2,1,92,Rural,1,737139.6629301594
3508,1,1,85,Suburban,1,548260.7713448915
2525,5,1,90,Urban,0,481288.02327899757
4033,2,2,65,Urban,1,646860.8845907529
763,5,1,42,Suburban,0,215477.06371707548
2865,5,3,99,Urban,1,520341.3208037088
630,3,2,83,Suburban,0,153211.18921468503
3899,2,3,77,Rural,1,628555.5138494546
2299,1,2,64,Suburban,1,371789.82686065085
2820,3,3,84,Urban,1,503168.9299451662
2669,4,1,47,Suburban,1,455974.8645835598
2029,1,3,55,Rural,0,323246.06078408466
2025,3,3,32,Suburban,0,365679.1007685685
4403,3,2,38,Urban,0,713500.5043645498
4699,4,3,16,Suburban,1,801468.5259204296
2353,3,1,43,Suburban,1,404387.7097675445
4019,5,1,17,Suburban,1,695270.0687936795
2515,2,1,14,Rural,0,417151.397060549
4491,3,3,81,Urban,0,740507.6051214213
4052,5,1,32,Suburban,1,711416.6073070109
1417,1,3,49,Urban,0,224791.80778937842
2550,1,1,46,Suburban,1,426667.8979236893
4648,5,3,41,Urban,0,809843.4557663258
2692,3,2,2,Suburban,1,473505.02590629546
3822,1,3,73,Urban,1,597960.2003018445
2446,3,3,25,Urban,1,428377.0874550183
1140,1,2,85,Rural,1,176997.02185010188
3081,1,2,26,Rural,1,487621.8191401632
4679,4,1,30,Rural,0,792186.9952855695
4741,4,3,20,Rural,1,795533.1016363758
3908,4,3,89,Rural,0,660821.2026196062
2315,1,3,18,Urban,0,369874.21003610955
3040,3,1,3,Suburban,1,525711.8421747979
2132,1,2,97,Suburban,0,339823.4712343184
2898,4,1,7,Rural,1,513317.8009464329
2273,2,1,34,Suburban,1,386533.3807037193
3390,4,3,4,Suburban,0,591747.7499741465
2912,3,3,8,Urban,1,503520.37703800865
3300,3,3,62,Rural,0,568639.2471485259
545,2,2,95,Suburban,1,106575.66400795631
4875,3,3,92,Suburban,0,790356.5870102984
2902,1,1,70,Rural,1,455731.0076119752
4394,3,3,9,Urban,0,717810.1540353438
2775,2,2,46,Rural,0,446995.3855461717
2882,5,1,48,Rural,0,550367.3408529477
3777,1,1,86,Urban,1,591908.4230024775
1308,1,3,82,Urban,0,226233.88337709225
2962,5,1,88,Suburban,0,555872.1027089223
4231,3,2,1,Urban,1,674211.6928180836
875,4,1,91,Urban,0,217929.8695667094
2611,4,2,25,Rural,1,466271.18100085645
1999,2,1,35,Suburban,0,344490.2692095004
3127,1,1,61,Rural,1,496478.9227641402
1411,4,1,83,Urban,0,272703.85465923307
1188,5,3,86,Urban,1,284275.06001417455
3775,3,1,1,Suburban,1,639505.7486625593
814,2,2,53,Rural,1,190969.2934542917
4268,4,1,30,Urban,0,715666.0571901356
3432,2,1,75,Urban,0,562894.8914955837
4443,2,3,82,Rural,1,715453.297946786
3647,1,3,72,Urban,0,563585.3052722528
1228,1,3,87,Rural,0,195489.88340510393
1694,1,3,4,Suburban,1,275101.235257261
3064,5,2,4,Suburban,0,551971.6835314842
1159,1,2,58,Suburban,1,181170.95330303223
3202,1,3,57,Rural,0,507510.4510388718
3941,4,3,74,Rural,1,668160.1012363863
1644,2,2,18,Suburban,1,283075.72606559534
971,1,2,38,Suburban,1,161051.32763165727
2663,2,3,95,Urban,1,445877.82184998447
1899,2,2,60,Rural,0,342000.3344701549
3672,3,3,24,Suburban,0,594095.4286469424
1924,4,2,22,Rural,1,371067.63277687546
970,2,3,30,Urban,0,184198.0810607672
3688,4,2,12,Suburban,0,647216.8035045
4178,3,2,18,Rural,0,702063.3580866124
814,5,1,74,Urban,0,231457.21309128913
3261,3,2,15,Suburban,0,549948.4323026125
4501,5,2,18,Suburban,1,754994.9593105913
1803,5,2,12,Urban,1,363367.9229494601
2987,3,1,27,Urban,0,518776.14789284137
2072,2,1,36,Rural,1,370168.0747608952
1375,2,3,95,Rural,0,242392.06409972667
1163,3,2,19,Rural,1,242685.61106395707
1402,4,3,82,Suburban,1,293142.6891425759
4025,2,1,40,Urban,1,629458.7979927687
1774,3,1,21,Suburban,0,332011.3621918741
4976,3,1,61,Urban,1,807085.2986629228
2182,4,2,13,Suburban,1,413535.129848434
1729,4,1,79,Urban,1,351979.8212398619
1481,5,1,4,Urban,1,310133.1520213903
2244,2,1,41,Rural,0,382454.0747697868
2224,1,2,54,Urban,0,343334.1787444094
974,3,2,8,Urban,1,211257.39036836565
4313,2,2,32,Suburban,1,694894.1123533669
2383,5,2,91,Suburban,1,462001.291435308
2529,1,1,1,Rural,1,390836.5298780181
3048,3,1,15,Rural,1,511522.7487817233
2137,2,2,37,Rural,1,376755.3844267331
4507,3,2,16,Urban,1,724670.666613321
1242,3,1,0,Rural,1,262398.2198210475
4873,3,3,68,Suburban,0,787525.9643860161
1300,5,1,69,Urban,0,291047.2514715017
1746,3,3,52,Suburban,0,334080.9992480816
1314,4,3,49,Urban,1,284410.8572149794
3027,3,2,40,Urban,0,505913.66659213725
1806,1,2,94,Rural,0,287762.15426170535
1325,1,3,77,Urban,0,208800.17564922236
670,4,3,60,Rural,0,184982.21069300856
2873,3,3,76,Rural,0,496577.4551647781
3210,3,1,24,Urban,0,533000.0231970395
4832,4,2,94,Suburban,0,821098.9358084147
2303,4,1,20,Suburban,1,430210.7449895227
4712,4,2,30,Urban,1,772915.3772928709
873,1,3,36,Urban,1,164095.61034511952
4000,4,3,68,Suburban,0,684571.3265798271
1381,4,2,9,Urban,0,304596.7355612579
2485,5,2,15,Suburban,0,482209.6159064405
3339,2,2,66,Urban,0,533148.5619974402
3662,5,2,50,Urban,1,620493.5506757175
2411,1,2,35,Rural,1,385015.0720193019
2211,3,3,15,Suburban,0,378675.615131588
1086,3,1,49,Urban,0,229192.78251941467
1983,2,3,32,Rural,0,337539.32907779334
1590,4,1,31,Rural,0,301480.24074137287
1844,1,1,42,Suburban,0,301967.5020522756
2839,4,2,75,Urban,1,488334.44290502794
3934,5,3,65,Suburban,0,686742.7745195657
1517,1,3,9,Urban,0,250512.1143643495
1128,3,2,34,Suburban,1,215318.40348697486
4454,3,3,92,Rural,0,724645.609444162
1450,4,3,10,Urban,1,288887.4212630708
2753,1,1,65,Suburban,0,414280.14145084994
818,5,2,23,Suburban,0,217242.1882574528
2647,5,3,22,Suburban,0,504633.0685959804
1623,4,3,48,Urban,1,339835.47152840084
4303,5,3,63,Urban,0,747379.5377454462
4422,2,1,75,Suburban,1,699876.7961799286
3153,1,2,23,Suburban,1,483927.2573264577
3230,1,3,64,Rural,1,500087.4371510621
1505,2,1,56,Urban,1,262958.0672966995
1964,1,3,22,Rural,0,314217.0830828962
3716,2,1,66,Rural,0,611187.8472659626
621,3,3,78,Suburban,0,156076.29487817985
3698,5,3,20,Urban,1,666357.2731523726
2396,1,1,48,Suburban,0,362409.6795557507
1024,2,2,85,Rural,0,189097.42507369653
1042,5,2,23,Rural,0,252204.72495094247
4860,3,1,65,Rural,0,787305.0763560726
2909,2,1,44,Suburban,1,467186.7430025493
3477,3,2,56,Rural,1,594355.6520512714
982,2,3,65,Urban,0,193529.50847606783
4728,4,1,77,Suburban,0,779879.3211068126
2054,5,2,89,Urban,0,402546.6600526677
2054,5,1,28,Suburban,1,402602.3216952542
4356,2,2,94,Suburban,0,698134.7134089542
4405,3,3,89,Suburban,0,723287.8963032644
1138,4,2,19,Urban,0,236887.5778267233
2728,5,1,87,Rural,0,504835.4615030009
3226,4,3,82,Rural,0,566593.3284259855
4066,2,1,33,Suburban,1,646423.225591999
2182,3,1,90,Suburban,0,370913.86750823626
2474,1,3,85,Suburban,0,383685.7969195485
4993,1,1,45,Rural,0,777354.6338794704
3830,4,2,89,Suburban,0,645107.6226460316
4864,1,1,90,Rural,1,742160.2495190765
2413,2,3,64,Suburban,1,403372.08653983474
1487,4,2,80,Urban,1,305946.82394920016
4214,3,2,65,Suburban,0,693080.7185915239
2311,1,1,1,Rural,1,364363.70097736415
4115,1,1,76,Suburban,0,632858.3602175787
886,1,3,47,Suburban,1,153786.72458865563
687,1,3,73,Suburban,1,114308.49539053772
1598,4,1,28,Urban,0,333928.94753865007
4409,2,2,24,Rural,1,704077.0251332562
1952,3,2,28,Urban,1,345569.43999921397
4115,4,2,58,Suburban,1,706070.8883778469
619,3,3,43,Suburban,0,150067.29464836745
777,3,1,61,Suburban,0,177341.5506031057
3967,3,2,91,Rural,0,653382.8663528685
2215,4,1,93,Suburban,0,415377.24977624393
4865,1,2,84,Rural,0,776605.5199664485
3729,5,1,68,Urban,1,668726.8989264867
3185,2,2,56,Suburban,1,519521.46345869865
1681,3,3,70,Urban,0,329374.02999072615
1472,1,1,25,Rural,0,260293.8709880592
1047,4,2,9,Rural,1,237694.79145134467
2084,3,2,62,Rural,1,380120.8299174146
2092,1,3,5,Suburban,0,329247.615703019
4054,5,1,74,Urban,1,692681.234259995
3062,4,1,77,Rural,0,533690.5832432348
1582,3,3,73,Suburban,0,303410.3782457428
3404,2,2,92,Suburban,0,562355.2662922632
4094,5,2,78,Rural,1,721447.9833750689
2918,5,2,16,Suburban,1,531651.0377688932
4295,5,1,9,Rural,0,731995.9964790007
4007,5,2,8,Rural,1,688823.523481956
2489,5,2,30,Rural,1,474607.3933494052
2851,3,1,81,Urban,0,480425.89729707927
3606,3,1,52,Suburban,1,599296.3300360095
1878,5,1,72,Suburban,1,368169.4362262321
516,1,3,65,Rural,0,86657.50406072196
4130,2,1,29,Urban,1,666334.3964875437
1490,3,2,78,Urban,1,293759.95978857926
2234,1,2,85,Rural,1,357626.6551832225
2216,3,2,34,Suburban,1,397721.1827870238
1101,3,1,13,Rural,0,230861.18168947837
4495,1,2,70,Urban,0,684042.2312987598
4337,1,3,97,Suburban,0,675482.8758363541
717,3,1,98,Rural,1,178984.4902814014
4468,2,2,15,Rural,1,702608.7557383361
1529,4,2,35,Urban,1,303030.21490242204
517,1,3,31,Rural,0,92548.10000239009
4205,1,2,45,Suburban,0,641745.8206181335
526,5,2,29,Suburban,1,165504.09242268014
4936,4,3,75,Suburban,1,806671.9377107936
2057,3,2,34,Suburban,0,365678.87698134227
3193,4,1,31,Rural,1,549276.2392371189
2386,1,2,85,Suburban,0,375008.76599586697
1887,2,1,20,Suburban,0,307824.65813503636
622,3,2,3,Rural,1,152304.35486348893
2185,2,1,72,Urban,1,356828.95735192666
4788,4,1,34,Urban,1,803229.9255553939
714,1,2,88,Urban,1,117107.08325325481
3625,4,3,40,Rural,1,621768.6985356566
4508,2,2,16,Urban,1,724580.5876230623
1756,4,1,52,Urban,0,344290.91371506674
2075,3,2,85,Rural,1,362617.69907660206
4696,5,3,81,Urban,0,809373.3515679558
1950,5,1,71,Suburban,0,383549.0091286516
1147,2,3,59,Rural,1,201633.67469599794
2412,3,1,85,Suburban,0,406874.2769837688
2495,1,1,69,Urban,1,398607.34739541344
2993,5,3,72,Urban,1,529623.3262378816
825,2,1,22,Urban,1,175521.72014851743
1713,3,1,96,Urban,1,325440.4863319351
2649,1,1,30,Urban,0,410329.3704024305
1678,3,3,36,Rural,1,296947.63154645666
544,5,3,72,Suburban,1,171152.553122258
2673,3,3,35,Rural,0,457511.4759495956
3903,2,1,33,Suburban,0,632870.0148705122
4890,1,2,93,Suburban,0,766511.4507201964
1483,2,2,58,Suburban,0,253977.6592911696
2993,2,1,28,Rural,0,489349.27806432144
863,1,2,13,Rural,0,144383.45459563323
2984,2,2,94,Urban,1,487902.0172886871
1786,4,2,11,Rural,0,341952.03918060544
3945,1,1,86,Suburban,1,613331.0333426162
2311,2,1,24,Suburban,0,392055.6330369179
2918,1,3,96,Urban,1,463606.960138534
1190,3,2,53,Rural,1,234281.46307571247
501,4,2,87,Suburban,0,150401.1017432452
1853,4,1,77,Rural,0,347011.55054201384
1965,3,1,52,Urban,1,356510.3077020887
3080,4,2,56,Urban,0,545426.1430245662
4239,1,1,25,Rural,1,639139.3432499988
3096,3,2,93,Urban,0,519086.3674064677
2426,4,1,60,Rural,1,441190.31256207364
1620,3,2,46,Suburban,1,296846.1554501276
4571,4,1,41,Urban,0,770542.9393002753
2966,1,3,28,Suburban,0,460948.1227333955
677,3,3,76,Urban,1,162195.0784141079
4313,1,3,0,Rural,0,660292.3145808711
3115,3,2,81,Rural,0,521143.6028600268
4568,1,3,96,Rural,1,701026.6733052689
2567,4,2,0,Suburban,0,475706.68021371233
2870,3,1,75,Suburban,1,496013.3558392547
2285,1,2,72,Suburban,0,371514.16397062875
3397,2,1,9,Suburban,1,539123.9048460377
4997,5,1,73,Suburban,1,847567.8429436506
4845,5,3,71,Urban,1,820011.7985221078
3674,2,2,7,Urban,0,599741.9200310805
678,1,3,3,Rural,0,126466.49634288182
3285,5,1,14,Rural,0,592408.1394618958
4256,2,1,88,Urban,0,680484.8326431781
4280,3,1,46,Suburban,1,696521.8775933919
1869,3,3,32,Urban,0,337134.32937330054
967,3,3,0,Urban,0,223637.03743037285
